
[command] ไม่ขายก๋วยเตี๋ยว | 2021-11-15 18:25:49.614810 | pp4rosie#2007 | jek play https://youtu.be/O1E_EtiBpSM
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 17:44:12.959602 | pp4rosie#2007 | jek p while my guitar gently weeps
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 18:07:20.143285 | pp4rosie#2007 | jek p hana tanimura shinji
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 18:09:48.441892 | แว่นแดง#5640 | jek แปล | ssss
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 18:20:19.603502 | pp4rosie#2007 | jek p https://youtu.be/26a3UH9Rl0U
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 18:23:29.376095 | pp4rosie#2007 | jek p https://youtu.be/RPQ4dCPGsSg
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 18:28:47.313398 | pp4rosie#2007 | jek p https://youtu.be/jbOTVZAm21M
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 18:38:12.256098 | pp4rosie#2007 | jek p bonk sound effect
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 18:38:28.135570 | pp4rosie#2007 | jek p bonk sound effect
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 18:38:42.471171 | pp4rosie#2007 | jek p bonk sound effect
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 18:40:04.199701 | pp4rosie#2007 | jek p https://youtu.be/yhjuDX0jBwo
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 18:48:18.591771 | pp4rosie#2007 | jek p super idol
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 18:55:51.398753 | pp4rosie#2007 | jek p con te partiro
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 19:01:39.573098 | pp4rosie#2007 | jek p perfect french cover
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 19:06:34.317047 | pp4rosie#2007 | jek p https://youtu.be/57e1miHs9Lk
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 19:08:42.960800 | pp4rosie#2007 | jek p https://youtu.be/8hNfB-unpd0
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 19:10:43.212259 | pp4rosie#2007 | jek p la marseillaise
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 19:20:00.584336 | pp4rosie#2007 | jek p https://youtu.be/6az_qHbRm0g
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 21:16:09.271224 | pp4rosie#2007 | jek p sarai
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 21:23:58.057523 | pp4rosie#2007 | jek p 徐小凤 星
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 21:29:59.084678 | pp4rosie#2007 | jek p https://youtu.be/FnoDVJYHpSs
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 21:31:20.946737 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=8A9VBHJGn6w
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 21:36:02.225916 | pp4rosie#2007 | jek p https://youtu.be/J2GVKuYoIww
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 21:37:48.239418 | pp4rosie#2007 | jek p https://youtu.be/7OBDOCZurbg
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 21:59:43.982974 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=HZmkGYVwvJY
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 22:00:05.244759 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=KXkqloTbxzI

[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-17 22:51:22.407160 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=GppZNlM7GyI
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-18 10:47:34.994136 | แว่นแดง#5640 | jek tran | 做得好，中国！
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-18 10:47:44.515246 | แว่นแดง#5640 | jek help
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-18 10:48:30.031936 | แว่นแดง#5640 | jek แปล | 做得好，中国！
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-18 11:01:34.223502 | แว่นแดง#5640 | jek แปล | 巩金瓯，
承天帱，
民物欣凫藻，
喜同袍，
清时幸遭，
真熙皞，
帝国苍穹保，
天高高，
海滔滔。
[command] Kanoon’s Best Amigos | 2021-12-18 16:01:29.441291 | pp4rosie#2007 | jek p https://youtu.be/ZQR_S8dVrvE
[command] Kanoon’s Best Amigos | 2021-12-18 16:05:30.533718 | pp4rosie#2007 | jek p https://youtu.be/LkzLErjliQQ
[command] Kanoon’s Best Amigos | 2021-12-18 16:06:40.216161 | Flukkie1010#6809 | jek play start gaho
[command] Kanoon’s Best Amigos | 2021-12-18 16:06:44.882344 | pp4rosie#2007 | jek p https://youtu.be/8A9VBHJGn6w
[command] Kanoon’s Best Amigos | 2021-12-18 16:14:41.137851 | pp4rosie#2007 | jek p https://youtu.be/3vbnIrzRacM
[command] Kanoon’s Best Amigos | 2021-12-18 16:15:38.133239 | pp4rosie#2007 | jek p https://youtu.be/yhjuDX0jBwo
[command] Kanoon’s Best Amigos | 2021-12-18 16:23:31.772603 | Flukkie1010#6809 | jek play https://www.youtube.com/watch?v=Cbw8KpqQQsE
[command] Kanoon’s Best Amigos | 2021-12-18 16:26:58.348092 | pp4rosie#2007 | jek p https://youtu.be/xtvPxYApBjo
[command] Kanoon’s Best Amigos | 2021-12-18 16:37:24.097106 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=YQ9gVecpvJg
[command] Kanoon’s Best Amigos | 2021-12-18 16:42:52.897763 | pp4rosie#2007 | jek p brownie wanuka
[command] Kanoon’s Best Amigos | 2021-12-18 16:44:57.124408 | pp4rosie#2007 | jek p https://youtu.be/J6_8EYrgk2Y
[command] Kanoon’s Best Amigos | 2021-12-18 16:50:10.361991 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=N3vJM7eXRXk
[command] Kanoon’s Best Amigos | 2021-12-18 16:52:23.011734 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=7OBDOCZurbg
[command] Kanoon’s Best Amigos | 2021-12-18 16:58:55.876312 | pp4rosie#2007 | jek p https://youtu.be/og37QV7f8qE
[command] Kanoon’s Best Amigos | 2021-12-18 17:05:37.342819 | pp4rosie#2007 | jek p hyehwadong
[command] Kanoon’s Best Amigos | 2021-12-18 17:06:19.938326 | pp4rosie#2007 | jek p https://youtu.be/KsPvN7a7cCo
[command] Kanoon’s Best Amigos | 2021-12-18 17:45:06.110242 | Flukkie1010#6809 | jek play https://www.youtube.com/watch?v=8iuLXODzL04
[command] Kanoon’s Best Amigos | 2021-12-18 17:53:36.210241 | Flukkie1010#6809 | jek play https://www.youtube.com/watch?v=mIlvsXpth5E
[command] Kanoon’s Best Amigos | 2021-12-18 17:57:05.918093 | Flukkie1010#6809 | jek play https://www.youtube.com/watch?v=tLQLa6lM3Us
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-20 03:37:40.626708 | QGIS#6129 | jek bitcoin
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-20 03:38:06.467804 | QGIS#6129 | jek sell
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-20 11:45:38.475304 | pp4rosie#2007 | jek p https://youtu.be/5wAMj34aTAI
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-20 11:46:12.573982 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=JelK9gLVMVM
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-20 11:53:55.759282 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=ZQR_S8dVrvE
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-20 11:56:56.724753 | pp4rosie#2007 | jek p friend of mine 谭咏麟
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-20 12:03:13.003589 | pp4rosie#2007 | jek p sarai
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-20 12:09:37.794492 | pp4rosie#2007 | jek p https://youtu.be/yhjuDX0jBwo
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-20 12:41:55.924327 | pp4rosie#2007 | jek p https://youtu.be/ZQR_S8dVrvE
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-20 12:46:32.116719 | pp4rosie#2007 | jek p https://youtu.be/8A9VBHJGn6w
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-20 12:50:09.392690 | pp4rosie#2007 | jek p https://youtu.be/sHzkSvD6T2I
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-20 12:51:37.603340 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=CuklIb9d3fI
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-20 12:58:02.668568 | pp4rosie#2007 | jek p https://youtu.be/IdK0ALLHqfg
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-20 19:03:57.342987 | pp4rosie#2007 | jek p https://youtu.be/5wAMj34aTAI
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-20 19:05:46.307567 | pp4rosie#2007 | jek p 偏偏喜欢你
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-20 19:13:23.596554 | pp4rosie#2007 | jek p https://youtu.be/JelK9gLVMVM
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-20 19:17:51.085785 | pp4rosie#2007 | jek p https://youtu.be/8Ac34Khe-fc
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-20 19:24:26.429087 | pp4rosie#2007 | jek p tot el barca
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-20 19:30:48.282676 | pp4rosie#2007 | jek p https://youtu.be/awoMHpR3pRI
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-20 20:38:13.531426 | แว่นแดง#5640 | jek play https://www.youtube.com/watch?v=9Vz6RdxaG2A
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-20 21:29:59.609497 | pp4rosie#2007 | jek p https://youtu.be/8A9VBHJGn6w
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-20 21:35:43.203236 | แว่นแดง#5640 | jek https://www.youtube.com/watch?v=GU12B6U_huk
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-20 21:35:48.135893 | แว่นแดง#5640 | jek play https://www.youtube.com/watch?v=GU12B6U_huk
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-20 21:57:28.816484 | pp4rosie#2007 | jek p sarai
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-20 22:03:57.407120 | pp4rosie#2007 | jek p https://youtu.be/2ND1RJRnro8
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 03:25:50.000574 | QGIS#6129 | jek p Merry Christmas To You
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 03:26:12.996692 | pp4rosie#2007 | jek p https://youtu.be/5wAMj34aTAI
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 03:35:31.493790 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=Nq5k2oR-Qh4
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 03:42:52.124608 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=A8dR3ThRJbQ
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 03:43:22.730697 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=JxDcxrI8vBU&t=99s
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 04:09:18.461701 | pp4rosie#2007 | jek p stargazing
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 04:09:29.541851 | pp4rosie#2007 | jek p travis stargazing
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 04:14:24.221084 | pp4rosie#2007 | jek p https://youtu.be/4ScFF3zViME
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 05:07:45.179464 | QGIS#6129 | jek p Doja Cat - Need To Know
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 05:45:44.635296 | pp4rosie#2007 | jek p tom scream
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 05:53:18.500290 | pp4rosie#2007 | jek p https://youtu.be/UO6FY4kJ4Y4
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 05:58:23.952170 | pp4rosie#2007 | jek p sarai
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 06:06:06.963447 | pp4rosie#2007 | jek p https://youtu.be/Xvv6Juzd2Hk
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 06:09:30.307861 | pp4rosie#2007 | jek p https://youtu.be/2bm2WmWiohw
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 06:11:36.991044 | pp4rosie#2007 | jek p fly me to the moon evangelion
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 06:24:10.922156 | pp4rosie#2007 | jek p https://youtu.be/ZQR_S8dVrvE
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 06:24:37.296638 | pp4rosie#2007 | jek p https://youtu.be/Q0g2KlqAMUw
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 06:36:48.517967 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=lRR1kcAuE7Y
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 06:47:25.940379 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=IzhSnBmm-OY
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 06:49:59.840108 | pp4rosie#2007 | jek p https://youtu.be/Gd1qkuKDDb8
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 06:53:27.506453 | pp4rosie#2007 | jek p 风雨同路 徐小凤
[command] GLHFGGEZ | 2021-12-21 12:18:12.779856 | เพื่อนมึงไง#5065 | jek <@!346532573691904000>
[command] GLHFGGEZ | 2021-12-21 12:18:23.769457 | เพื่อนมึงไง#5065 | jek spam <@!346532573691904000>
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 15:27:18.516042 | pp4rosie#2007 | jek p i just wanna pen fan you dai bor
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 15:27:43.183209 | pp4rosie#2007 | jek p ไสว่าสิบ่ถิ่มกัน
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 15:38:20.265244 | pp4rosie#2007 | jek p https://youtu.be/WUjiJeQ-fYY
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 15:45:21.357892 | QGIS#6129 | jek join
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 15:46:04.283301 | pp4rosie#2007 | jek p https://youtu.be/8smH6-C1y48
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 15:47:25.475443 | pp4rosie#2007 | jek https://youtu.be/8smH6-C1y48
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 15:47:31.668396 | pp4rosie#2007 | jek p https://youtu.be/8smH6-C1y48
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 15:51:02.552993 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=Xvv6Juzd2Hk
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 16:05:28.138686 | pp4rosie#2007 | jek p grease travolta
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 16:05:43.645774 | pp4rosie#2007 | jek p grease lightning
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 16:11:09.505173 | pp4rosie#2007 | jek p burn it down
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 16:11:16.580255 | pp4rosie#2007 | jek skip
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 16:11:22.846709 | pp4rosie#2007 | jek p burn it down seth rollins
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 16:35:21.907587 | pp4rosie#2007 | jek p sarai
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-21 19:35:07.326967 | pp4rosie#2007 | Jek p ป้าพูดได้มั้ย
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-22 14:34:25.229759 | pp4rosie#2007 | jek p https://youtu.be/M-4SmRxWbw4
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-22 14:40:00.038443 | pp4rosie#2007 | jek p https://youtu.be/8A9VBHJGn6w
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-22 14:40:13.660633 | pp4rosie#2007 | jek p https://youtu.be/5wAMj34aTAI
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-22 14:47:14.287644 | pp4rosie#2007 | jek p https://youtu.be/ZQR_S8dVrvE
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-22 14:52:57.317899 | pp4rosie#2007 | jek p 千载不变
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-22 14:57:35.675445 | pp4rosie#2007 | jek p https://www.youtube.com/watch?v=A1E6xvM7PeA
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-22 14:58:16.178536 | pp4rosie#2007 | jek p got my mind set on you george harrison
[command] Kanoon’s Best Amigos | 2021-12-22 15:00:30.089461 | Flukkie1010#6809 | jek play https://www.youtube.com/watch?v=XTWJFGF-Ev4
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-22 15:05:34.682716 | pp4rosie#2007 | jek p https://youtu.be/38pduYQFQHw
[command] Kanoon’s Best Amigos | 2021-12-22 15:05:43.428697 | Flukkie1010#6809 | jek play https://www.youtube.com/watch?v=CuklIb9d3fI
[command] ไม่ขายก๋วยเตี๋ยว | 2021-12-22 15:11:28.996642 | pp4rosie#2007 | jek p ป้าพูดได้ไหม
[command] Kanoon’s Best Amigos | 2021-12-22 15:19:54.442023 | Flukkie1010#6809 | jek play https://www.youtube.com/watch?v=B6Is-rk0yKM
[command] Kanoon’s Best Amigos | 2021-12-22 15:27:03.865491 | Flukkie1010#6809 | jek play https://www.youtube.com/watch?v=PDSkFeMVNFs
[command] Kanoon’s Best Amigos | 2021-12-22 15:33:06.978135 | Flukkie1010#6809 | jek play https://www.youtube.com/watch?v=a2GujJZfXpg
[command] Kanoon’s Best Amigos | 2021-12-22 15:39:57.546039 | Flukkie1010#6809 | jek play https://www.youtube.com/watch?v=n89SKAymNfA
[command] Kanoon’s Best Amigos | 2021-12-22 15:48:28.300079 | Flukkie1010#6809 | jek play https://www.youtube.com/watch?v=CuklIb9d3fI
[command] Kanoon’s Best Amigos | 2021-12-22 15:55:06.441592 | Flukkie1010#6809 | jek play https://www.youtube.com/watch?v=z5e5_TMjWkQ
[command] Kanoon’s Best Amigos | 2021-12-22 16:06:26.919497 | Flukkie1010#6809 | jek play https://www.youtube.com/watch?v=MBdVXkSdhwU
[command] Kanoon’s Best Amigos | 2021-12-22 16:17:48.951734 | Flukkie1010#6809 | jek play https://www.youtube.com/watch?v=kjYW63CVbsE
[command] Kanoon’s Best Amigos | 2021-12-22 16:22:41.217733 | Flukkie1010#6809 | jek play https://www.youtube.com/watch?v=Cbw8KpqQQsE
[command] Kanoon’s Best Amigos | 2021-12-22 16:30:59.923784 | Flukkie1010#6809 | jek play https://www.youtube.com/watch?v=FCgACOkmwtg
[command] Kanoon’s Best Amigos | 2021-12-22 16:35:56.089340 | Flukkie1010#6809 | jek play https://www.youtube.com/watch?v=xH68k7wFia0
[command] Kanoon’s Best Amigos | 2021-12-22 16:42:33.677299 | Flukkie1010#6809 | jek play https://www.youtube.com/watch?v=DKpaKHUlyBY&t=162s
[command] Kanoon’s Best Amigos | 2021-12-22 16:49:11.916383 | Flukkie1010#6809 | jek play https://www.youtube.com/watch?v=XjvaJH8aRc0
